ans_id,question_id,content
4094,4094,您好，癫痫是临床常见的一种神经方面的疾病，在生活中，一般在强烈情感活动、精神激动、受惊、计算、弈棋、玩牌等时可促癫痫发作，发热、过量饮水、过度换气、饮酒、缺眠、过劳和饥饿等也均可诱发癫痫发作，要注意防范。根据临床的治疗方法，一般采取药物治疗，或是相关的手术治疗。
4095,4095,癫痫的发作跟很多因素有关，比较常见的就是刺激性因素，天气变化也是容易发生病情的诱导因素之一。天气的好坏会影响到生活的舒适度，是很容易引起癫痫患者心情变化，尤其是春夏季节交替时期是癫痫的高发期。特别是在一些阴天或者下雨天引起感冒、发烧等疾病可以使癫痫患者的免疫力下，这很容易引起癫痫患者心情变化的，这个时候癫痫病患者可以多关注天气预报，少出门，也不要在外面行走，多掌握一些癫痫病的预防知识。
4096,4096,你好，可以服用这个药，而且效果不错。二十五味珊瑚丸开窍、通络、止痛。用于白脉病，神志不清，身体麻木，头晕目眩，脑部疼痛，血压不调，头痛，癫痫及各种神经性疼痛。开水泡服，一次1克（一次4丸），一日1次。
4097,4097,您好丙戊酸钠片和德巴金的主要成分都是丙戊酸钠基本成分丙戊酸钠片的剂量是0。2德巴金的剂量是0。5一片相当于2。5片丙戊酸钠；德巴金含有缓释结构，药物浓度均匀持久。其他的基本一样癫痫患者不要大量和剧烈的运动，否则可能诱发疾病的发作。11月16日到现在3次发作，治疗需要抓紧。其他的你可以参考我们的介绍
4098,4098,患者是不能饮酒的，因为酒精对中枢神经系统有兴奋作用，容易诱发严重的抽搐作用。长期大量饮酒可直接产生酒精中毒性脑病，长期饮酒成瘾者，戒酒时也出现癫痫发作。所以患者要注意日常的生活习惯，不要暴饮暴食，不要浓茶、咖啡，也不要吸烟、饮酒，多吃些有营养的食物。
4099,4099,你好，无动性发作，多见于儿童，是全身或者个别肌群的肌张力短暂的降低或者消失，以致于不能保持正常姿势而出现下颌松弛、头下垂或全身肌张力丧失而倒地。
4100,4100,癫痫主要表现为突然意识丧失，继之先强直后阵挛性痉挛，常伴尖叫、面色青紫、舌咬伤、口吐白沫或血沫、瞳孔散大，持续数十秒或数分钟后痉挛发作自然停止，进入昏睡状态。一部分患者对抗癫痫药物治疗反应差，癫痫发作难以控制，称为难治性癫痫。
4101,4101,一般是遗传，脑部疾患或脑外伤引起，发作时突然昏倒，全身痉挛，口吐白沫迅速松开患者衣领，使其头转向一侧避免窒息，不要强制性按压患者四肢，一般在5分钟之内都可以自行缓解
4102,4102,由于西药副作用较强，建议患者还是选择一些的中性药物，丙戊酸钠片是临床常用药物，虽然药效好、应用范围广，但是也不能滥用和乱用，否则会出现很明显的副作用。最主要的不良反应主要有胃肠道紊乱，神经系统反应，肝毒性，致畸性等。对于有一定的不良反应，又不是很严重的，也可以配合中药治疗。谷氨酸的不良反应较少。少数患者出现肝脏毒性、发现肝功能变化，及时停药处理。
4103,4103,癫痫病分原发性癫痫病和继发性癫痫病。一般继发性癫痫病都是可以找到诱因的，是由于外伤或缺氧等因素引起。这种癫痫病一般不会遗传。原发性癫痫指在临床上找不到病因的癫痫病，有一定遗传性。一般遗传率3～5，原发性患者的亲属中，血缘关系越近发病率越高，反之越低。原发性癫痫的初发年龄不定，多在幼儿期和少年期起病，以典型大发作或典型小发作为临床表现。
4104,4104,癫痫病是一种慢性的脑部疾病，引起癫痫病的原因有遗传因素，病毒因素，还有受到外界的严重刺激，建议定期去正规的医院做详细的检查，根据医生的诊断结果，及时的采取相应的治疗措施
4105,4105,您好，癫痫会遗传，治愈后癫痫会降低遗传几率，癫痫遗传的机率很小，除非男女双方都为癫痫患者。和生男孩女孩没有太大关系。因不能面诊患者，无法全面了解病情，以上建议仅供参考，具体诊疗请一定到医院在医生指导下进行！
4106,4106,你的表现是有点癫痫病的状态，应该是多放松一下精神紧张压力。平时放松各种可能的压力，学会心理减负，多饮水，休息充分。避免强声光各种刺激，好心情，药物控制好病情，加强各种异常发生的防范。
4107,4107,癫痫患者肯定是需要戒酒的，啤酒、白酒、黄酒等等只要是含有酒精的东西患者都不要喝，因为酒精中含有的乙醚会造成癫痫病患者的神经系统出现紊乱，而且还会加重患者肝肾脏器的负担，而且患者喝酒还容易引起发狂、过度兴奋等等症状，这也很容易诱发患者癫痫病的发作。
4108,4108,你好，癫痫是一种临床综合症，它的特征是大脑神经细胞反复发作的异常放电，导致大脑功能失调。大约四分之三的癫痫病人在目前的有效药物控制下，可以治愈或者长期不发作，只要早期及时进行正规，系统的治疗，是决定预后的主要原因。药物治疗是患者都容易接受的一种治疗方法，药物的治疗，主要是用中药从病因上面慢慢的调理的，然后一步步的恢复身体的健康的，但是药物的治疗是比较漫长的，因此，患者在接受治疗的时候就要做好长期治疗的准备，坚持疾病的治疗，那么就会成功的。不管是哪一个年龄段的患者，只要第一时间检查出来，就一定要及时的到正规的医院，配合医生尽快的找到病因，积极的寻找治疗的方法，让疾病可以尽快的控制。
4109,4109,你好，目前小孩患癫痫病的概率越来越高，有的患儿的病症变幻无常，在不同时期会有不同类型的发作。如周期性呕吐、狂笑、异乎寻常的性格改变等，都是小儿癫痫病的早期症状。患儿一旦开始发作后可有嗜睡，发作持续数分钟至数小时，甚至1-2天，发作频率不定，可表现为腹痛或呕吐及头痛症状。同一个患儿可有几种不同类型的癫痫病发作，家属不要觉得大惊小怪。
4110,4110,患上癫痫孩子有可能会出现大发作的情况，在发作的时候意识是不清楚的，而且全身会出现抽搐的情况，呼吸还会暂停，口吐白沫等等，可能还会出现尿失禁，没有意识的咬伤自己的舌头，可能会持续一分钟或者是五分钟的时间，对于之前发作的情况也不会有任何记忆。
4111,4111,运动性发作，主要表现为身体某一部分有节律的抽动，持续数秒，如一侧的口角、眼睑、手指或中趾的抽动，一侧肢体的痉挛抽搐等，但发作时意识清楚。较严重的抽搐发展后，发作部位可留有暂时性瘫痪，部分病人可于几日内恢复。
4112,4112,您好，癫痫是脑神经异常放电，损伤脑组织，引起抽搐，意识丧失等症状，需要长期治疗。您好，癫痫是慢性病，需要长期口服药物控制疾病的发生，防止癫痫持续状态的发生，建议正规用药，早治疗，会和正常人一样生活。
4113,4113,您好，癫痫病的患者大部分是可以要孩子的，而且所生孩子畸胎率很低，接近正常人水平。只有个别类型的癫痫怀疑是基因问题，必须做遗传代谢筛查后才能决定能不能生。同时应在医生的指导下进行，以减少孩子和家长受到不良影响。癫痫患者应多食蔬菜水果。米糠、麦麸含有维生素b6，所以应多食粗粮。鱼、虾、蛋、奶中含有丰富的维生素d，并能促进钙质吸收，绿色蔬菜含有丰富的叶酸、维生素k，所以病人不能够偏食、挑食，必然全面均衡营养，合理饮食。
4114,4114,你好，关于癫痫的治疗，分为控制发作、病因治疗、外科治疗、一般卫生及预防五个方面。其中最重要的是控制发作，目前以药物治疗为主。用药宜从小剂量开始，然后逐渐增量，以既能控制发作，又不产生毒性反应的最小有效剂量为宜。
4115,4115,癫痫主要是脑部神经元异常放电导致的肢体抽搐，意识不清，口吐涎沫的症状的，主要是结合病史、临床症状及脑电地形图考虑的，一般是口服抗癫痫药物治疗，根据血药浓度控制症状平稳
4116,4116,你好，有适应症当然也有禁忌症，除了一些潜在的严重的全身性疾病、不能耐受手术等情况，没有相对明确的致痫病灶也是不能盲目去进行手术的，否则可能给患者带来雪上加霜的后果。
4117,4117,你好，癫痫的症状一般会出现抽搐，口吐白沫，翻白眼，口角歪斜等症状，建议你要长期正规的服用抗癫痫的药物，不可自行停药或者是改药。
4118,4118,因为工作压力、工作事物的繁重，导致大家的睡眠时间不是很充足，由于长期或过度的疲劳，很多女性不可避免的出现焦虑、强迫症，除此之外，诱发癫痫也是无可厚非。大致可以判定就是患者如果睡眠不足就能够降低癫痫发作阈值，导致脑电图痫样放电和癫痫发作，在这里建议癫痫病患者要重视睡眠，每天规律作息、健康饮食、适度锻炼，睡好了，才能更精神饱满的工作。
4119,4119,您好，癫痫大发作，又叫做全身性发作，就会有半数有先兆，如头昏、精神错乱、上腹部不适、视听和嗅觉障碍。发作时（痉挛发作期），有些病人先发出尖锐叫声，后既有意识丧失而跌倒，有全身肌肉强直、呼吸停顿，头眼可偏向一侧，数秒钟后有阵挛性抽搐，抽搐逐渐加重，历时数十秒钟，阵挛期呼吸恢复，口吐白沫（如舌被咬破出现血沫）。部分病人有大小便失禁、抽搐后全身松弛或进入昏睡（昏睡期），此后意识逐渐恢复。
4120,4120,其实，小孩发生抽搐不一定是癫痫病，也有可能是生理反应，所以就要引起重视。如果小孩有抽搐表现或怀疑癫痫病，一定尽快带孩子去神经内科就诊，明确疾病病因，这样最好。除颤抖外，其它无异常情况下，用手轻轻按住抖动的肢体，抽搐明显减轻或停止，这是抽动症的主要表现。值得提醒的是，脑电图没有异常放电，就肯定不是癫痫。小儿在成长的各个时期，许多疾病或者生理现象，都以“抽搐”的形式表现，像破伤风、狂犬病、缺钙等症状。
4121,4121,您好，联合用药存在个体差异，建议使用药片前咨询医师或药师。据相关文献奥卡西平联合西比灵治疗晚发性难治性癫痫的临床研究（国际神经病学神经外科学杂志-2008年03期-曹文斌；栾国明）阐述，奥卡西平联合西比灵治疗晚发性难治性癫痫比单用奥卡西平治疗疗效较好，不良反应未见增加。
4122,4122,小儿癫痫病的症状或有腹痛、恶心呕吐和意识丧失，然后入睡。发作时的主要症状为自动症。即在意识不清的情况下，无目的地动作或无意义的不合时宜的语言或行为，如胡乱摸索、行走、奔跑、踢打、胡言乱语、微笑或狂笑等。发作后精神错乱或入睡。
4123,4123,不像是“光敏感性癫痫”，建议去做脑电图或者脑部核磁共振扫描检查可以确诊，再治疗，
4124,4124,你好！癫痫是有一定的遗传性的。癫痫患者可以要小孩子，但是建议在癫痫控制半年以上不发作的情况下在进行怀孕。整个妊娠期间要定期随时及产前检查。根据医生的建议做好生产计划。
4125,4125,您好，癫痫分为原发性的和继发性的，需要医院来寻找病因，您这还没有明确诊断癫痫，需要做脑电图监测才能看诊断是否成立。情绪激动劳累，感染都是癫痫的诱因，您可以注意避免。癫痫发生时会四肢张力增高，短暂意识丧失，打发做时有时会危及生命，建议您就诊医院早日排除。
4126,4126,您好治疗癫痫病应该通过正规的中医医院来进行首先要进行专业的检查来确定病情然后在通过中医的现代化治疗技术来根治病情癫痫病的发作主要是因为神经元的异常放电主要是由于神经肽在神经细胞内无法合成以及无法在突触处正常释放进而无法与突触后膜上的对应受体相结合阻碍正常信息传递中医现代化的治疗技术神经肽修复再生术是直接作用于神经细胞内的神经肽效果远远高于药物的肠胃吸收过程所以具有疗效高、见效快、治疗周期短的优势
4127,4127,您好，由于宝宝在6岁以前大脑还没有发育完全，可以出现对高热不耐受的情况，如果高热刺激就会出现大脑功能混乱，就出现抽搐的情况。意见建议：建议先去医院检查24小时脑电图，排除癫痫以后小孩发热的时候，尽量不要给予高热，要及时使用退热药，控制发热，一般等到6岁以后就没有那么明显。
4128,4128,屏气发作常在情绪急剧变化时，如发怒、恐惧、剧痛、剧烈叫喊时出现，常有换气过度，呼吸突然停止在呼气相并出现青紫，并可伴有意识丧失、昏厥、全身强直或肢体抽搐，持续30秒至1分钟后呼吸恢复，症状缓解，口唇返红，全身肌肉松弛而清醒，发作后患儿常觉疲倦，但意识状态很快恢复。少数屏气发作可出现苍白型，这是反射性心搏停止的表现。癫痫也可有呼吸暂停发作，但清醒和入睡时均可发生，且有脑电图异常，抗癫痫药物治疗有效，不难鉴别。
4129,4129,你好，以前，癫痫治疗药物少，人们对癫痫病研究、了解很少，所以，很多人得不到很好治疗，癫痫发作得不到控制。但80年代以来，科学发展很快，很多新药不断问世，癫痫的治疗水平有了很大的提高。事实证明，总体来讲，80%以上都可治好。小儿患者治愈率更高，有的类型接近100%都能治愈。这一结果远比人们估计的乐观，早期正规治疗是决定治疗效果的主要因素。
4130,4130,根据症状患者应该是癫痫大发作，为脑部神经元异常放电所致，因此四肢抽搐，口吐白沫建议给予抗癫痫类药物如卡马西平，苯妥英钠治疗，并低盐低脂饮食，勿劳累，忌烟酒。
4131,4131,癫痫发作的急救措施：1、癫痫发作时立即让患者躺下，且保持侧卧或仅使头部侧向一边，使患者口液易于从口中畅流。2、将枕头、棉被等软物围护在病人四周，预防意外发生。同时移开周围尖锐、硬、烫之物，以免受伤。癫痫越早医治的疗效越好，如果延误诊治将对脑组织造成伤害，尤其是癫痫大发作，几乎每次发作都会引起脑细胞损伤，久而久之可导致得了癫痫病的人智力低下。
4132,4132,你好，这种情况基本可以确诊为癫痫。引起它的原因有遗传因素，病毒因素还有个人受到外界的刺激等建议您定期带弟弟去正规的医院做详细的检查，根据诊断还有具体的情况，及时的采取相应的治疗措施，不要耽误了病情，不要让弟弟受到外界的严重刺激，注意休息，不要熬夜
4133,4133,癫痫与晕厥鉴别的要点：疾病发作症状鉴别，癫痫发作时，患者面色发绀，脉搏加快，血压无降低表现；晕厥发作时，患者面色苍白，血压下降，脉搏逐渐缓慢而细弱。疾病发作姿势鉴别，晕厥发作时，患者大多以站立姿势为主，癫痫发作的姿势则不一定。患者脑电图鉴别，癫痫患者的脑电图以强烈放电波为主；晕厥患者的脑电图主要表现慢波。
4134,4134,家属不要强行用药，要避免癫痫患者发作时受刺激，所以不要用针灸或者是指陷人中穴的方法。另外，家属应该观察患者的脸上和行为，在癫痫患者发作时，应该避免水池或者是车多人多的地方，在安静的地方比较好。
4135,4135,根据您的描述告诉您，丙戊酸镁是不会诱发高血糖的，这种情况建议您可以查一下糖耐量试验，排除一下糖尿病的
4136,4136,小儿癫痫在当前来看特别的多见，较多的原因诱发了癫痫的发生，侵害到了患儿的健康，同时不利于孩子的发育，病情严重的癫痫患儿可以采用手术疗法进行治疗，手术疗法的见效最快，但存在有较高的风险，且对于有些患者来说耐受力要求非常的高，而且会带来较多的后遗症，为此应当慎重选择治疗办法。
4137,4137,你好。建议你到四川华西医院去治疗。
4138,4138,癫痫疾病虽然说不容易根治，但是，我们是可以从饮食上进行调理的，很多人都听说过医食同源，这是很有道理的，我国自古以来就形成了丰富的饮食文化，经过饮食调理，癫痫患者可以调整到一个很好的状态，饮食管理就是用于弃除饮食中不利患者治疗与影响患者机体健康的有害饮食。
4139,4139,癫痫主要是控制发作的次数，平时尽量作息规律，少受刺激，要去正规的医院系统的用药治疗。
4140,4140,你好，根据你的情况，癫痫有可能会遗传，但炎症、损伤引起的癫痫一般不会遗传，要根据你的具体情况才能判断。
4141,4141,人们不能忽视癫痫病的危害性，良性癫痫发作特点为一侧面肌强直或阵挛、流涎，少数为躯干感觉症状，意识存在，语言暂停，发作持续时间短，发作频率不一，神经系统检查无异常，智力正常。可以不少患者因为经济拮据不规律用药等，使癫痫发作长期得不到控制，最后发展成难治性癫痫。一旦患上癫痫一定要到正规专业的医院就诊，以达到最好的治疗效果。
4142,4142,癫痫频繁发作，有可能引起大脑智能的减退。以及记忆力减退。所以需要及时去正规医院的神经内科进行检查治疗。
4143,4143,癫痫越早医治的疗效越好，常规的治疗方法有药物治疗、饮食治疗以及手术治疗等，但每种方法都有各自的优缺点，每位癫痫病患者的发病因素与病情都不同，因此只有选择合适的治疗方法才是最有效的治疗方法。医治过程还需要关注，饮料中如茶、咖啡、可乐等或多或少的含有中枢兴奋性物质，使抗发作能力降低引发癫痫，所以关注刺激性饮料应淡一些，而且要适量。
4144,4144,药物治疗是目前最常用的方法之一，在治疗癫痫过程中，癫痫病患者应坚持不间断和有规律服药，以保证药物浓度一直处于有效范围内，以维持疗效。不规则服药，往往是不能控制发作的主要原因。在服药期间，要定期去找医生复查血药浓度、血常规和肝功能等，以使医生了解病情进展，调整药物治疗癫痫。
4145,4145,产伤是婴幼儿症状性癫痫的常见原因，造成产伤的原因有头盆不称、胎位异常、胎儿过大、产程过长、初产妇年龄过大等；还有先天性疾病脑畸形、脑积水、染色体异常等。脑发育不全、脑发育迟缓、脑萎缩这些也是重要的原因。遗传和免疫力低下也会造成痉挛，只是概率比较小。
4146,4146,癫痫病发作时是可能导致记忆力下降的。因为当癫痫发作的时候会刺激到人的脑细胞，脑细胞长期的收到电磁波的干扰的话就会很容易就导致记忆力下降的。患有癫痫病不要太过担心，只要及时正确的治疗，都是可以治愈的。
4147,4147,发作一般以突发意识丧失，全身强直，抽搐为特征、也有尿失禁，舌咬伤等癫痫一般不能根治，发作时保持呼吸道通畅，平时按时服药控制发作比如安定，乙琥胺等
4148,4148,你好，应是癫痫的发作，建议采用以补益心肾、涤痰熄风，开窍定痫，活血化淤、平肝泻火的中药进行治疗，调理身体状况，调理脏腑机能，固本培元，达到治愈的目的。中药副作用小，标本兼治，治愈后不易复发。可以达到很好的治疗效果
4149,4149,你好，癫痫概念脑部兴奋性过高的神经元突然、过度的重复放电，导致脑功能突发性、暂时性紊乱，临床表现为短暂的感觉障碍，肢体抽搐，意识丧失，行为障碍或植物神经功能异常，称为癫痫发作。可分大发作、小发作、局限性发作和精神运动性发作等，具有间歇性、短时性和刻板性的共同特点。癫痫系多种原因引起脑部神经元群阵发性异常放电所致的发作性运动、感觉、意识、精神、植物神经功能异常的一种疾病。俗称羊痫风或羊癫风。
4150,4150,一般是2-60天出现症状。最主要的是锥体外系症状。在治疗在药物方面可以应用一些改善脑细胞代谢的药物，脑细胞活化剂的使用，可以改上大脑发育状况，可以按疗程使用，间隔一周，可以继续按疗程使用，同时增加营养，适当补锌。同时还应该结合高压氧和中医按摩等方法，长期坚持，一般经过几个疗程的治疗可以看到明显的效果，症状明显可以减轻，关键是一定要有耐心和信心。
4151,4151,你好！重症肌无力的预防需从饮食和日常生活习气等方面动手，人们要有合理的饮食，在平常防止呈现暴饮暴食和偏食等现象，留意本人的身体安康。而且还要有良好的日常习气，恰当运动，防止损伤身体安康的现象发作。
4152,4152,癫痫是十分常见的一种脑部疾病，也是慢性疾病的一种，该疾病的发病人群非常广，从老人到小孩都有可能感染该疾病，而且患者在发病的时候由于脑部功能不协调还会出现全身抽搐的现象。
4153,4153,癫痫是大脑神经元突发性异常放电，导致短暂的大脑功能障碍的一种慢性疾病典型失神表现为突然发生，动作中止，凝视，叫之不应，可有眨眼，但基本不伴有或伴有轻微的运动症状，结束也突然。通常持续5-20秒，罕见超过1分钟者。
4154,4154,你好根据小孩患有癫痫病的症状应该是遗传，但卫生因素引起的大脑神经元异常放电症状小孩患有癫痫病，应在医生指导下明确病因通过药物，手术等方法进行原发病治疗
4155,4155,针对你的情况积极上医院治疗才是避免疾病危害的关键，而且患者是孕妇，所以更应该进行针对性的治疗才是保证胎儿不受到危害。建议及早治疗。怀孕情况下发生癫痫也需要用药治疗，应注意适当的用药进行治疗和控制才行，所以必须到医院在医生的指导下用药治疗的，不可以自己用药。
4156,4156,患有癫痫，患者平时还应该注意有效控制自己的情绪。癫痫由于长期受到疾病的困扰，大都会有情绪烦躁的情况出现，而且容易发怒。患者一定不要轻易对自己的家人和朋友动怒，会伤害大家的感情。并且经常动怒，尤其是暴怒，会导致神经系统紊乱，从而导致脑部神经元异常放电，癫痫发作。
4157,4157,您好，在癫痫病患者中，有一部分患者会出现记忆力下降的现象，这是很正常的。因为癫痫发作于脑神经异常放电，脑部难免会受到一定的损害，而且，患者经常服用的抗痫药，还会抑制闹中枢神经，引起患者的反应迟钝和记忆力下降。但是，对大部分的癫痫病患者来说，智力和记忆力都是正常的，不影响正常的工作和学习。
4158,4158,这个考虑是正常的现象，因为产后体质虚弱及过于疲劳可能会出现有嗜睡的现象
4159,4159,癫痫与遗传有关，与脑部疾病，如先天性脑部发育不良等等！与全身性疾病如各种原因引起的脑缺氧后遗症，儿童发热惊厥等等有关！癫痫间歇期定时服用抗癫药物，治疗原则为：药物剂量由小到大！避免使用多种药物！控制2-5年后脑电图正常可慢慢停药！并随时监测脑电图！
4160,4160,发现患者病情发作时一定要躺在床上，然后一定要快速的解开患者身上的腰带，使患者感到一定的通畅，能够迅速的将体内的分泌物快速的排出才是最重要的。然后将患者的头部进行一定的保护。快速解开衣领、袖口，让呼吸道通畅，将头、身体都侧向一边，防止口水、粘液等呕吐物流入气道。
4161,4161,你好，根据你的描述，首先你应及时告知家属或周围人你患有癫痫。告诉他们一些急救措施，包括当发生时，迅速松开患者衣领，使其头转向一侧，以利于分泌物及呕吐物从口腔排出，防止流入气管引起呛咳窒息。不要向患者口中塞任何东西，不要灌药，防止窒息。不要去掐患者的人中，这样对患者毫无益处。不要在患者抽搐期间强制性按压患者四肢，过分用力可造成骨折和肌肉拉伤，增加患者的痛苦。
4162,4162,中风一般是因为气血运行失常而导致的。所以需要调节气血，疏通经络。七十味珍珠丸安神，镇静，通经活络，调和气血，醒脑开窍。用于“黑白脉病”、“龙血”不调；中风，瘫痪、半身不遂、癫痫、脑溢血、脑震荡、心脏病、高血压及神经性障碍。研碎后开水送服。建议一日克（丸）；一般每隔3-7天克（丸）
4163,4163,癫痫病早期症状不明显，往往不被患者或者家人重视，甚至有的家长不知道什么是癫痫病，等到发现时，已经到了较难以治好的地步。
4164,4164,以下是郑州康好医生给出建议与意见！你好，如果患者有意识不清，迅速松开患者衣领，使其头转向一侧，以利于分泌物及呕吐物从口腔排出，防止流入气管引起呛咳窒息，祝患者身体健康。
4165,4165,建议医院就诊，明确引起癫痫的原因，进一步治疗，需要考虑药物控制发作，希望对你有所帮助。
4166,4166,癫痫系一慢性疾病，控制不好，可迁延数年，甚至数十年之久，癫痫患者应持乐观态度，树立战胜疾病的信心，一定要坚持长期治疗，常用药物有卡马西平、丙戊酸钠和癫健安片等。如果是癫痫频繁发作，经药物治疗不见明显好转，建议可以考虑手术切除大脑皮层异常放电的区域。癫痫饮食在日常生活中应尽量少吃或不吃含锌的丰富的食物。癫痫病人应避免食用诱发癫痫的食物。羊肉、狗肉、雄鸡、野鸭、鲤鱼等“发物”均不宜多食用；烈酒、浓茶、咖啡应绝对禁止；胡椒、辣椒、芥末、大葱、大蒜等辛辣调味品也应适当限量。
4167,4167,你好，不会，癫痫是大脑异常放电引起的，异常放电就是大脑神经系统不正常的过度兴奋。过度兴奋会增加大脑的代谢，引起消耗的增加。也就是说在癫痫发作时一方面造成了氧气供应的缺乏；另一方面是大脑需氧量增加。
4168,4168,癫痫病因主要是遗传，也有外伤，脑疾病改变这些的，表现主要口吐白沫，抽搐这个癫痫都是难治疗的，但是还是需要到神经内科坚持治疗控制，这个疾病目前也没有好的方法。
4169,4169,你好，癫痫是脑细胞异常放电造成的，如果反复发作，可能会对智力有损伤，注意合理的作息，在生活中一定要做好预防和护理，多注意了解一些癫痫病的知识，按时规律服用抗癫痫药，定期就诊神经内科门诊，监测血压浓度。很高兴为你解答，祝愿早日康复。
4170,4170,难治性的癫痫就是说癫痫时间长了，平时用药不容易控制了。不是说治不好了。这个也可以用药治疗的，但要长期的用药，可能比第一次用药时间要长的多。
4171,4171,平时要放松心情，规律饮食，戒烟戒酒，适当运动，合理休息，规律用药，希望我的分析建议对你有所帮助。
4172,4172,癫痫有很多治疗方式，绝大部分患者选择药物治疗，但是长期服药之后，患者发现药物治疗从根本上解决不了癫痫，目前癫痫患者健康意识都有增强，都希望彻底摆脱药物，所以说药物控制已不是治疗癫痫唯一方式，针对异常放电受损神经元细胞进行修复，控制其异常放电，使大脑微生物电冲动以平衡有序方式产生，解决根本病因，达到临床治疗。祝您早日康复！
4173,4173,烟酒都会对癫痫病患者的脑血管舒缩有明显的影响，可能就会出现功能紊乱，维持不了正常的活动，于是出现了许多癫痫发作症状。尤其是饮酒对于癫痫病患者更要制止，患者喝酒，当兴奋扩散到大脑皮质里某一运动分析器时，就引起运动性兴奋，表现为某一肢体甚至全身性抽搐发作。不少病人均有饮酒后诱发癫痫的经历。贵阳颠康医院专家很高兴能为您解答，希望患者早日康复。
4174,4174,癫痫大发作时，当病人发生全身抽搐前将要倒地时，患者家属或救助者若在附近，要立即上前扶住病人，尽量让其慢慢倒下，以免跌伤。迅速将手绢、纱布等卷成卷，垫在病人的上下齿之间，预防牙关紧闭时咬伤舌部。对于已经倒地并且面部着地的，应使之翻过身，以免呼吸道阻塞。解开病人的衣领和裤带，使其呼吸通畅。为防止病人吐出的唾液或呕吐物吸入气管引起窒息，应始终守护在病人的身旁，随时擦去病人的吐出物。
4175,4175,您描述的情况是，家中有癫痫的患者，通常家中有癫痫的患者，要注意让他的生活起居平静，早睡，不要缺乏睡眠，不要饮酒，不要吃得过于饱，也不要过于饥饿，不要长时间的看电脑，玩游戏，然后也不要情绪激动，生气，着急上火，尽量能避免就避免。
4176,4176,你说的这种情况，首先建议对症处理，应用一些抗癫痫类的药物。根据你的描述，你说的这种情况，首先建议抗癫痫类药物应用，其次就是发病的时候避免咬到舌头，可以用毛巾塞嘴里，以防止。祝好。
4177,4177,只服抗癫痫的药只能抑制神经，不能查到导致癫痫的原因你只有慢慢吃抑制神经的药了，因癫痫属迟发性神经损害之交感神经兴奋放电，故治疗需要做磁共振检查才能会诊定性议定出有效治疗方案早日康复。否则继续恶化迟发受损神经缺血就性形成器质性癫痫，或痉挛性不全瘫痪后不逆转。需助发来磁共振照片为你指导。以上是对“肌阵挛失神性癫痫病只能服药治疗吗”这个问题的建议，希望对您有帮助，祝您健康！
4178,4178,癫痫发作是没有规律的，他属于大脑异常，放电引起的，发作时脑电图有明显的异常表现，但是癫痫的病人只要是按时规律应用药物，发病几率就会明显降低，如果药物不能控制，还是可以考虑手术治疗。
4179,4179,你好；低镁血症者手足搐搦最常见大多是因合并甲状旁腺素分泌过少或组织对甲状旁腺激素作用有抵抗力以及血钙过低而致震挛也常可见可以仅出现单个或一小块肌肉也可出现眼球震颤、抽搐、失语等不少病人同时有精神障碍症状包括性格改变、反应淡漠、抑郁甚至谵妄等孩子年龄较小考虑低镁血症主要是由于营养不良引起的其他少见的有肠道吸收障碍如炎症性肠病吸收不良综合症等
4180,4180,你好！先天性癫痫有一定的遗传性，但先天性癫痫并不全是遗传基因导致，也可能是因为母亲怀孕过程中没有做好防护导致。据统计，一般人群患病率约0。5%。原发性癫痫患者的亲属中，患病率为2%~6%，比一般人群的癫痫患病率高出4~7。2倍，先天性癫痫虽然是会遗传，但现在科技不断发展，很多先天性癫痫也通过个人积极的治疗将病情解决掉。
4181,4181,全身抽搐，口吐白沫是癫痫发作的临床表现。患者突然意识丧失，常伴尖叫、面色青紫、舌咬伤、口吐白沫或血沫，持续数十秒或数分钟后痉挛发作自然停止，进入昏睡状态。怀疑是癫痫疾病，建议患者可以到医院做脑电图检查一下看看，查明病因对症治疗，如果确诊是癫痫疾病则要尽早到专业正规的癫痫医院进行治疗，早日恢复健康。
4182,4182,癫痫俗称“羊角风”，是小儿时期常见的一种病因复杂的、反复发作的神经系统综合征。是由阵发性、暂时性脑功能紊乱所致的惊厥发作。每个孩子都是家庭的掌上明珠，集万般宠爱于一身，但是儿童精神行为发育疾病却让一幕幕的悲剧常常发生。
4183,4183,这种情况如果是癫痫病的话，这个你可以到癫痫病专科医院去进行治疗，这个需要用药物控制，这种情况需要确诊一下症状，对症治疗就行，这个没问题的。
4184,4184,癫痫有许多类型，癫痫的治疗目前还是首选药物治疗为主，药物治疗多数的病人都是可以达到比较理想的效果。，有一少部分适合手术治疗，比如脑肿瘤、脑出血等器质性病变。但手术治疗也有复发的可能，药物治疗建议采用以补益心肾、涤痰熄风，开窍定痫，活血化淤、平肝泻火的中药进行治疗，调理身体状况，调理脏腑机能，固本培元，达到治愈的目的。中药副作用小，标本兼治，治愈后不易复发。可以达到很好的治疗效果。
4185,4185,你好，宝宝的这种情况应该属于癫痫发作。脑电活动异常有关。这次注意啊，适当的加强营养，按时规律作息，避免发热，避免外界的刺激减少发作的次数。
